1,"Réunion d'équipe - Confirmation de l'heure et du lieu // Bonjour à tous, Ce message est pour vous informer que notre réunion d'équipe est confirmée pour demain à 10h dans la salle de conférence principale. Veuillez vous assurer d'être à l'heure et d'avoir préparé tous les documents nécessaires. Si vous avez des points à ajouter à l'ordre du jour, veuillez les soumettre avant la réunion. Merci et à demain !"
1,"Invitation à la fête d'anniversaire de Marie // Chers amis, Vous êtes tous invités à la fête d'anniversaire de Marie qui aura lieu le samedi 25 juillet à partir de 19h dans son jardin. Nous aurons de la musique, de la nourriture délicieuse et beaucoup de divertissement. Merci de confirmer votre présence avant le 20 juillet. Au plaisir de célébrer ensemble !"
1,"Confirmation de réservation d'hôtel // Chers clients, Nous vous confirmons la réservation de votre chambre à l'Hôtel Luxe pour les dates du 5 au 10 août. Votre numéro de réservation est le 123456789. Si vous avez des demandes spéciales, veuillez nous en informer à l'avance. Nous nous réjouissons de vous accueillir bientôt !"
1,"Offre spéciale - 20% de réduction sur notre collection d'été // Chers clients, Profitez de notre offre spéciale et obtenez 20% de réduction sur notre collection d'été. Que vous recherchiez des vêtements, des accessoires ou des chaussures, nous avons tout ce dont vous avez besoin pour rester élégant cet été. Visitez notre boutique en ligne et utilisez le code SUMMER20 lors de votre achat. Ne manquez pas cette occasion de faire des économies !"
1,"Félicitations pour votre nouveau poste // Chère [Nom], Félicitations pour votre récente promotion et votre nouveau poste en tant que directeur des ventes. Votre dévouement et votre travail acharné ont été récompensés. Nous avons hâte de voir les résultats que vous obtiendrez dans ce nouveau rôle. Encore une fois, toutes nos félicitations et bonne chance pour cette nouvelle étape de votre carrière !"
1,"Invitation à un événement caritatif // Chers bienfaiteurs, Vous êtes cordialement invités à notre gala de bienfaisance annuel qui se tiendra le 30 juillet à 18h au Centre des congrès. Cette soirée sera l'occasion de lever des fonds pour notre cause noble. Votre soutien est essentiel pour nous aider à réaliser nos projets. Veuillez confirmer votre présence avant le 25 juillet. Nous avons hâte de vous accueillir à cet événement spécial."
1,"Rappel de paiement // Cher client, Ceci est un rappel amical pour vous informer qu'un montant de 100 € est en attente de paiement pour votre facture n° 123456. Veuillez régler cette facture dès que possible pour éviter tout retard supplémentaire. Si vous avez déjà effectué le paiement, veuillez ignorer ce message. Merci de votre coopération."
1,"Confirmation de réservation de vol // Bonjour, Nous vous confirmons que votre vol a été réservé avec succès. Voici les détails de votre réservation : Compagnie aérienne : Air France Numéro de vol : AF123 Date du vol : 15 août Heure de départ : 14h30 Aéroport de départ : Paris-Charles de Gaulle Aéroport d'arrivée : New York JFK Veuillez vous présenter à l'aéroport au moins deux heures avant le départ. Bon voyage !"
1,"Félicitations pour votre mariage // Cher [Nom], Félicitations pour votre mariage ! Nous vous souhaitons à vous et à votre partenaire une vie remplie de bonheur et d'amour. Puissiez-vous trouver une joie éternelle dans votre union. Tous nos vœux de bonheur pour votre vie ensemble !"
1,"Confirmation d'inscription au cours // Bonjour, Nous vous confirmons votre inscription au cours Introduction à la photographie. Les cours commenceront le 1er septembre et se dérouleront tous les mardis et jeudis de 18h à 20h. Veuillez-vous présenter à la salle A-101 le jour de la première classe. Si vous avez des questions, n'hésitez pas à nous contacter. Nous sommes impatients de vous rencontrer et de partager cette passion pour la photographie."
1,"Confirmation de réservation de restaurant // Bonjour, Nous vous confirmons votre réservation au restaurant Le Petit Bistro pour ce soir à 20h. Nous avons réservé une table pour deux au nom de M. Dupont. Nous vous attendons avec impatience et vous souhaitons un agréable dîner !"
1,"Demande de rendez-vous professionnel // Bonjour, J'espère que ce message vous trouve bien. J'aimerais vous rencontrer pour discuter d'une opportunité de collaboration professionnelle. Seriez-vous disponible pour un rendez-vous la semaine prochaine ? Merci de me faire savoir vos disponibilités. Cordialement."
1,"Notification de livraison // Bonjour, Nous tenons à vous informer que votre colis contenant la commande n° 123456 est en route et devrait être livré demain entre 9h et 12h. Veuillez vous assurer d'être présent à l'adresse de livraison. Si vous avez des questions, n'hésitez pas à nous contacter. Merci de votre confiance !"
1,"Invitation à un séminaire // Bonjour, Nous avons le plaisir de vous inviter à notre séminaire sur le développement personnel qui aura lieu le 10 août de 9h à 17h. Ce séminaire vous fournira des outils et des conseils pratiques pour améliorer votre bien-être et votre épanouissement personnel. Veuillez confirmer votre présence avant le 5 août. Nous espérons vous voir bientôt !"
1,"Demande de recommandation professionnelle // Bonjour, J'espère que vous allez bien. Je suis en train de postuler pour un nouveau poste et j'aimerais solliciter une recommandation de votre part. Serait-il possible de prendre quelques minutes pour écrire une lettre de recommandation ? Votre soutien serait très apprécié. Merci d'avance."
1,"Confirmation de participation à un événement // Bonjour, Nous vous confirmons votre inscription à la conférence Innovation et technologie qui se tiendra le 20 juillet de 9h à 16h. Nous avons hâte de vous accueillir et de partager des idées inspirantes lors de cet événement. Si vous avez des questions, n'hésitez pas à nous contacter. À bientôt !"
1,"Notification de changement d'horaire // Bonjour, Nous tenons à vous informer qu'il y a eu un changement d'horaire pour notre réunion prévue demain. La réunion aura lieu à 14h au lieu de 10h comme initialement prévu. Veuillez prendre note de ce changement et ajuster votre emploi du temps en conséquence. Merci de votre compréhension."
